"CDSID","ortholog","AssociatedFunction"
"LBRM2904_22.1510 (old tag= LbrM.22.1550)","LmjF.22.1640","hypothetical protein, conserved"
"LBRM2904_22.1520 (old tag= LbrM.22.1560)","LmjF.22.1650","CobW/HypB/UreG, nucleotide-binding domain containing protein, putative"
"LBRM2904_22.1530 (old tag= LbrM.22.1570)","LmjF.22.1660","hypothetical protein, conserved"
"LBRM2904_22.1540 (old tag= LbrM.22.1580)","LmjF.22.1670","hypothetical protein, conserved"
"LBRM2904_23.0010 (old tag= LbrM.23.0020)","LmjF.23.0020","hypothetical protein, conserved"
"LBRM2904_23.0020 (old tag= LbrM.23.0030)","LmjF.23.0025","hypothetical protein, conserved"
"LBRM2904_23.0030 (old tag= LbrM.23.0040)","LmjF.23.0030","beta propeller protein, putative"
"LBRM2904_23.0040 (old tag= LbrM.23.0050)","LmjF.23.0040","peroxidoxin"
"LBRM2904_23.0050 (old tag= LbrM.23.0060)","LmjF.23.0050","cyclophilin 11, putative"
"LBRM2904_23.0060 (old tag= LbrM.23.0070)","LmjF.23.0060","hypothetical protein, conserved"
"LBRM2904_23.0070 (old tag= LbrM.23.0080)","LmjF.23.0070","agmatinase-like protein"
"LBRM2904_23.0080 (old tag= LbrM.23.0090)","LmjF.23.0080","hypothetical protein, conserved"
"LBRM2904_23.0090 (old tag= LbrM.23.0100)","LmjF.23.0090","Domain of unknown function (DUF1767), putative"
"LBRM2904_23.0100 (old tag= LbrM.23.0110)","LmjF.23.0100","Putative methyltransferase/tRNA (Uracil-5-)-methyltransferase/Methyltransferase small domain/Methyltransferase domain containing protein, putative"
"LBRM2904_23.0110 (old tag= LbrM.23.0120)","LmjF.23.0110","GDP-mannose pyrophosphorylase"
"LBRM2904_23.0120 (old tag= LbrM.23.0130)","LmjF.23.0120","Beige/BEACH domain containing protein, putative"
"LBRM2904_23.0130 (old tag= LbrM.23.0140)","LmjF.23.0125","cyclophilin 3, putative"
"LBRM2904_23.0140 (old tag= LbrM.23.0150)","LmjF.23.0130","vacuolar type h+ ATPase subunit, putative"
"LBRM2904_23.0150 (old tag= LbrM.23.0160)","LmjF.23.0140","alpha/beta hydrolase fold/Alpha/beta hydrolase family, putative"
"LBRM2904_23.0160 (old tag= LbrM.23.0170)","LmjF.23.0150","Leucine Rich repeat, putative"
"LBRM2904_23.0170 (old tag= LbrM.23.0180)","LmjF.23.0160","hypothetical protein, conserved"
"LBRM2904_23.0180 (old tag= LbrM.23.0190)","LmjF.23.0170","hypothetical protein, conserved"
"LBRM2904_23.0190 (old tag= LbrM.23.0200)","LmjF.23.0180","hypothetical protein, conserved"
"LBRM2904_23.0200 (old tag= LbrM.23.0220)","LmjF.23.0200","endoribonuclease L-PSP (pb5), putative"
"LBRM2904_23.0210 (old tag= LbrM.23.0740)","LmjF.23.0210,LmjF.23.0220,LmjF.23.0250","pentamidine resistance protein 1"
"LBRM2904_23.0220 (old tag= LbrM.23.0230)","LmjF.23.0210,LmjF.23.0220,LmjF.23.0250","pentamidine resistance protein 1"
"LBRM2904_23.0230 (old tag= LbrM.23.0250)","LmjF.23.0225","hypothetical protein, conserved"
"LBRM2904_23.0240 (old tag= LbrM.23.0270)","LmjF.23.0240","terbinafine resistance locus protein (yip1)"
"LBRM2904_23.0250 (old tag= LbrM.23.0280)","LmjF.23.0210,LmjF.23.0220,LmjF.23.0250","pentamidine resistance protein 1"
"LBRM2904_23.0260 (old tag= LbrM.23.0300)","LmjF.23.0270","pteridine reductase 1"
"LBRM2904_23.0270 (old tag= LbrM.23.0310)","LmjF.23.0280","Zinc finger, C3HC4 type (RING finger) containing protein, putative"
"LBRM2904_23.0280 (old tag= LbrM.23.0320)","LmjF.23.0290","Checkpoint protein HUS1"
"LBRM2904_23.0290 (old tag= LbrM.23.0330)","LmjF.23.0300","tryptophanyl-tRNA synthetase, putative"
"LBRM2904_23.0300 (old tag= LbrM.23.0340)","LmjF.23.0310","hypothetical protein, conserved"
"LBRM2904_23.0310 (old tag= LbrM.23.0350)","LmjF.23.0320","hypothetical protein, conserved"
"LBRM2904_23.0320 (old tag= LbrM.23.0360)","LmjF.23.0330","hypothetical protein, conserved"
"LBRM2904_23.0330 (old tag= LbrM.23.0370)","LmjF.23.0340 (H+)-ATPase G subunit, putative ",
"LBRM2904_23.0340 (old tag= LbrM.23.0380)","LmjF.23.0350","hypothetical protein, conserved"
"LBRM2904_23.0350 (old tag= LbrM.23.0381)","LmjF.23.0355","hypothetical protein, conserved"
"LBRM2904_23.0360 (old tag= LbrM.23.0390)","-","hypothetical protein"
"LBRM2904_23.0370 (old tag= LbrM.23.0400)","LmjF.23.0360","NADP-dependent alcohol dehydrogenase, putative"
"LBRM2904_23.0380 (old tag= LbrM.23.0410)","LmjF.23.0370","cytochrome c oxidase subunit 10, putative"
"LBRM2904_23.0390 (old tag= LbrM.23.0420)","LmjF.23.0380","ATP-binding cassette protein subfamily G, member 5"
"LBRM2904_23.0400 (old tag= LbrM.23.0430)","LmjF.23.0390","hypothetical protein, conserved"
"LBRM2904_23.0410 (old tag= LbrM.23.0430)","LmjF.23.0390","hypothetical protein, conserved"
"LBRM2904_23.0420 (old tag= LbrM.23.0460)","LmjF.23.0430","aldose 1-epimerase-like protein"
"LBRM2904_23.0430 (old tag= LbrM.23.0470)","LmjF.23.0440","hypothetical protein, conserved"
"LBRM2904_23.0440 (old tag= -)","-","hypothetical protein"
"LBRM2904_23.0450 (old tag= LbrM.23.0480)","LmjF.23.0450","permease-like protein"
"LBRM2904_23.0460 (old tag= LbrM.23.0490)","LmjF.23.0460","trypanothione synthetase, putative"
"LBRM2904_23.0470 (old tag= LbrM.23.0500)","LmjF.23.0470","hypothetical protein, conserved"
"LBRM2904_23.0480 (old tag= LbrM.23.0510)","LmjF.23.0480","hypothetical protein, conserved"
"LBRM2904_23.0490 (old tag= -)","-","hypothetical protein"
"LBRM2904_23.0500 (old tag= LbrM.23.0520)","LmjF.23.0490","SNF1-related protein kinase regulatory subunit beta, putative"
"LBRM2904_23.0510 (old tag= LbrM.23.0530)","LmjF.23.0500","hypothetical protein, conserved"
"LBRM2904_23.0520 (old tag= LbrM.23.0540)","LmjF.23.0510","hypothetical protein, conserved"
"LBRM2904_23.0530 (old tag= LbrM.23.0580)","LmjF.23.0540,LmjF.23.0710","acetyl-CoA synthetase, putative"
"LBRM2904_23.0540 (old tag= LbrM.23.0590)","LmjF.23.0542","hypothetical protein, conserved"
"LBRM2904_23.0550 (old tag= LbrM.23.0600)","LmjF.23.0543","5'-3' exoribonuclease C, putative"
"LBRM2904_23.0560 (old tag= LbrM.23.0610)","LmjF.23.0547","hypothetical protein, conserved"
"LBRM2904_23.0570 (old tag= LbrM.23.0620)","LmjF.23.1590","oxidoreductase-like protein"
"LBRM2904_23.0580 (old tag= LbrM.23.0630)","LmjF.23.1610","hypothetical protein, conserved"
"LBRM2904_23.0590 (old tag= LbrM.23.0640)","LmjF.23.1620","hypothetical protein, conserved"
"LBRM2904_23.0600 (old tag= LbrM.23.0650)","LmjF.23.1630","poly(A)-specific ribonuclease PARN, putative"
"LBRM2904_23.0610 (old tag= -)","aa-Ile","tRNA"
"LBRM2904_23.0620 (old tag= -)","aa-Val","tRNA"
"LBRM2904_23.0630 (old tag= -)","aa-Gln","tRNA"
"LBRM2904_23.0640 (old tag= model_name:5S_rRNA)","gc-0.50","5S rRNA"
"LBRM2904_23.0650 (old tag= -)","aa:Arg","tRNA"
"LBRM2904_23.0660 (old tag= -)","aa-Leu","tRNA"
"LBRM2904_23.0670 (old tag= -)","aa-Thr","tRNA"
"LBRM2904_23.0680 (old tag= -)","aa:Arg","tRNA"
"LBRM2904_23.0690 (old tag= -)","aa-Lys","tRNA"
"LBRM2904_23.0700 (old tag= -)","aa-Gly","tRNA"
"LBRM2904_23.0710 (old tag= -)","aa-Trp","tRNA"
"LBRM2904_23.0720 (old tag= LbrM.23.0660)","LmjF.23.1640","Galactose oxidase, central domain containing protein, putative"
"LBRM2904_23.0730 (old tag= LbrM.23.0670)","LmjF.23.1650","Putative tRNA binding domain containing protein, putative"
"LBRM2904_23.0740 (old tag= LbrM.23.0680)","LmjF.23.1660","metallo-beta-lactamase family protein-like protein"
"LBRM2904_23.0750 (old tag= LbrM.23.0690)","LmjF.23.1665","PAP2 superfamily, putative"
"LBRM2904_23.0760 (old tag= LbrM.23.0700)","LmjF.23.0550","ubiquitin-activating enzyme E1, putative"
"LBRM2904_23.0770 (old tag= LbrM.23.0710)","LmjF.23.0560","kinesin, putative"
"LBRM2904_23.0780 (old tag= LbrM.23.0720)","LmjF.23.0570","MYCBP-associated protein family, putative"
"LBRM2904_23.0790 (old tag= LbrM.23.0730)","LmjF.23.0580","hypothetical protein, conserved"
"LBRM2904_23.0800 (old tag= LbrM.11.0210)","LmjF.23.0600","hypothetical protein, conserved"
"LBRM2904_23.0810 (old tag= LbrM.11.0220)","LmjF.23.0610","hypothetical protein, conserved"
"LBRM2904_23.0820 (old tag= LbrM.11.0230)","LmjF.23.0620","WD domain, G-beta repeat/BING4CT (NUC141) domain containing protein, putative"
"LBRM2904_23.0830 (old tag= LbrM.11.0240)","LmjF.23.0630","Exocyst complex component Sec10, putative"
"LBRM2904_23.0840 (old tag= LbrM.23.0750)","LmjF.23.0650","spliceosomal U5 snRNP-specific protein, putative"
"LBRM2904_23.0850 (old tag= LbrM.23.0760)","LmjF.23.0660","hypothetical protein, conserved"
"LBRM2904_23.0860 (old tag= -)","-","hypothetical protein"
"LBRM2904_23.0870 (old tag= -)","-","Primase C terminal 2 (PriCT-2), putative"
"LBRM2904_23.0880 (old tag= LbrM.23.0780)","LmjF.23.0680","mitochondrial DNA primase, putative"
"LBRM2904_23.0890 (old tag= LbrM.23.0840)","LmjF.23.0690","3-ketoacyl-CoA thiolase, putative"
"LBRM2904_23.0900 (old tag= -)","LmjF.23.0700","Cytochrome C oxidase copper chaperone (COX17), putative"
"LBRM2904_23.0910 (old tag= LbrM.23.0800)","LmjF.23.0540,LmjF.23.0710","acetyl-CoA synthetase, putative"
"LBRM2904_23.0920 (old tag= -)","-","hypothetical protein"
"LBRM2904_23.0930 (old tag= LbrM.23.0820)","LmjF.23.0730","RNA-binding protein, putative"
"LBRM2904_23.0940 (old tag= LbrM.23.0830)","LmjF.23.0740","50S ribosome-binding GTPase/Dynamin family, putative"
"LBRM2904_23.0950 (old tag= LbrM.23.0790)","LmjF.23.0750","hypothetical protein, conserved"
"LBRM2904_23.0960 (old tag= LbrM.23.0850)","LmjF.23.0760","mitochondrial RNA binding protein, putative"
"LBRM2904_23.0970 (old tag= -)","-","hypothetical protein"
"LBRM2904_23.0980 (old tag= LbrM.23.0860)","LmjF.23.0770","hypothetical protein, conserved"
"LBRM2904_23.0990 (old tag= LbrM.23.0870)","LmjF.23.0780","Putative serine esterase (DUF676), putative"
"LBRM2904_23.1000 (old tag= LbrM.23.0880)","LmjF.23.0790","hypothetical protein, conserved"
"LBRM2904_23.1010 (old tag= -)","-","hypothetical protein"
"LBRM2904_23.1020 (old tag= LbrM.23.0890)","LmjF.23.0800","hypothetical protein, conserved"
"LBRM2904_23.1030 (old tag= LbrM.23.0900)","LmjF.23.0810","actin interacting protein-like protein"
"LBRM2904_23.1040 (old tag= LbrM.23.0910)","LmjF.23.0820","SET domain containing protein, putative"
"LBRM2904_23.1050 (old tag= LbrM.23.0920)","LmjF.23.0830","Na/H antiporter-like protein"
"LBRM2904_23.1060 (old tag= LbrM.23.0930)","-","hypothetical protein"
"LBRM2904_23.1070 (old tag= LbrM.23.0960)","LmjF.23.0850","hypothetical protein, conserved"
"LBRM2904_23.1080 (old tag= LbrM.23.0970)","LmjF.23.0860","alcohol dehydrogenase, zinc-containing-like protein"
"LBRM2904_23.1090 (old tag= LbrM.23.0980)","LmjF.23.0870,LmjF.23.0880","sucrose hydrolase-like protein"
"LBRM2904_23.1100 (old tag= LbrM.23.0990)","LmjF.23.0870,LmjF.23.0880","sucrose hydrolase-like protein"
"LBRM2904_23.1110 (old tag= LbrM.23.1000)","LmjF.23.0890","Putative S-adenosyl-L-methionine-dependent methyltransferase, putative"
"LBRM2904_23.1120 (old tag= LbrM.23.1010)","LmjF.23.0900","hypothetical protein, conserved"
"LBRM2904_23.1130 (old tag= LbrM.23.1020)","LmjF.23.0940","hypothetical protein, conserved"
"LBRM2904_23.1140 (old tag= LbrM.23.1030)","LmjF.23.0950","cytosolic leucyl aminopeptidase"
"LBRM2904_23.1150 (old tag= LbrM.23.1040)","LmjF.23.0960","Chitobiase/beta-hexosaminidase C-terminal domain containing protein, putative"
"LBRM2904_23.1160 (old tag= LbrM.23.1050)","LmjF.23.0970","hypothetical protein, conserved"
"LBRM2904_23.1170 (old tag= LbrM.23.1060)","LmjF.23.0980","hypothetical protein, conserved"
"LBRM2904_23.1180 (old tag= LbrM.23.1070)","LmjF.23.0990","hypothetical protein, conserved"
"LBRM2904_23.1190 (old tag= LbrM.23.1080)","LmjF.23.1000","hypothetical protein, conserved"
"LBRM2904_23.1200 (old tag= LbrM.23.1090)","LmjF.23.1010","hypothetical protein, conserved"
"LBRM2904_23.1210 (old tag= LbrM.23.1100)","LmjF.23.1020","hypothetical protein, conserved"
"LBRM2904_23.1220 (old tag= -)","-","hypothetical protein"
"LBRM2904_23.1230 (old tag= LbrM.23.1120)","-","hypothetical protein"
"LBRM2904_23.1240 (old tag= LbrM.23.1130)","LmjF.23.1025","hypothetical protein, conserved"
"LBRM2904_23.1250 (old tag= LbrM.23.1140)","LmjF.23.1035","hypothetical protein, conserved"
"LBRM2904_23.1260 (old tag= LbrM.23.1150)","LmjF.23.1045","5-formyltetrahydrofolate cyclo-ligase family, putative"
"LBRM2904_23.1270 (old tag= LbrM.23.1160)","LmjF.23.1055","Scavenger mRNA decapping enzyme C-term binding/HIT domain containing protein, putative"
"LBRM2904_23.1280 (old tag= LbrM.23.1170)","LmjF.23.1065","Hypothetical protein (DUF2410), putative"
"LBRM2904_23.1290 (old tag= LbrM.23.1180)","LmjF.23.1090","Probable methyltransferase BTM2 homolog"
"LBRM2904_23.1300 (old tag= LbrM.23.1190)","LmjF.23.1100","hypothetical protein, conserved"
"LBRM2904_23.1310 (old tag= LbrM.23.1200)","LmjF.23.1110,LmjF.23.1120","hypothetical protein, conserved"
"LBRM2904_23.1320 (old tag= LbrM.23.1210)","LmjF.23.1130","hypothetical protein, conserved"
"LBRM2904_23.1330 (old tag= LbrM.23.1220)","LmjF.23.1140","hypothetical protein, conserved"
"LBRM2904_23.1340 (old tag= LbrM.23.1230)","LmjF.23.1150","hypothetical protein, conserved"
"LBRM2904_23.1350 (old tag= LbrM.23.1240)","LmjF.23.1155","hypothetical protein, conserved"
"LBRM2904_23.1360 (old tag= LbrM.23.1250)","LmjF.23.1160","hypothetical protein, conserved"
"LBRM2904_23.1370 (old tag= LbrM.23.1260)","LmjF.23.1165","coronin, putative"
"LBRM2904_23.1380 (old tag= LbrM.23.1270)","LmjF.23.1190","Ribosomal protein S9/S16, putative"
"LBRM2904_23.1390 (old tag= LbrM.23.1280)","LmjF.23.1180","Uncharacterised protein family UPF0546/EamA-like transporter family, putative"
"LBRM2904_23.1400 (old tag= LbrM.23.1290)","LmjF.23.1170","membrane-bound acid phosphatase 2"
"LBRM2904_23.1410 (old tag= LbrM.23.1300)","LmjF.23.1200","S-adenosyl-methyltransferase mraW-like protein"
"LBRM2904_23.1420 (old tag= LbrM.23.1310)","LmjF.23.1210","sir2-family protein-like protein"
"LBRM2904_23.1430 (old tag= -)","-","hypothetical protein"
"LBRM2904_23.1440 (old tag= LbrM.23.1320)","LmjF.23.1220","T-complex protein 1, gamma subunit, putative"
"LBRM2904_23.1450 (old tag= LbrM.23.1330)","LmjF.23.1230","hypothetical protein, conserved"
"LBRM2904_23.1460 (old tag= LbrM.23.1340)","LmjF.23.1240","hypothetical protein, conserved"
"LBRM2904_23.1470 (old tag= LbrM.23.1350)","LmjF.23.1250","Protein of unknown function (DUF3250), putative"
"LBRM2904_23.1480 (old tag= LbrM.23.ncRNA2)","-","hypothetical protein"
"LBRM2904_23.1490 (old tag= LbrM.23.1360)","LmjF.23.1260","Rapamycin-insensitive companion of mTOR, N-term/Rapamycin-insensitive companion of mTOR, middle domain/Rapamycin-insensitive companion of mTOR RasGEF N domain containing protein, putative"
"LBRM2904_23.1500 (old tag= LbrM.23.1370)","LmjF.23.1263","hypothetical protein, conserved"
"LBRM2904_23.1510 (old tag= LbrM.23.1380)","LmjF.23.1267","hypothetical protein, conserved"
"LBRM2904_23.1520 (old tag= LbrM.23.ncRNA3)","-","hypothetical protein"
"LBRM2904_23.1530 (old tag= LbrM.23.1390)","LmjF.23.1270","XPG N-terminal domain/XPG I-region, putative"
"LBRM2904_23.1540 (old tag= LbrM.23.1400)","LmjF.23.1280","hypothetical protein, conserved"
"LBRM2904_23.1550 (old tag= LbrM.23.1420)","LmjF.23.1300","lathosterol oxidase-like protein"
"LBRM2904_23.1560 (old tag= LbrM.23.1430)","LmjF.23.1310","dynein heavy chain, putative"
"LBRM2904_23.1570 (old tag= LbrM.23.1440)","LmjF.23.1320","YceI-like domain containing protein, putative"
"LBRM2904_23.1580 (old tag= LbrM.23.1450)","LmjF.23.1330","DNA polymerase zeta catalytic subunit, putative"
"LBRM2904_23.1590 (old tag= LbrM.23.1460)","LmjF.23.1340","hypothetical protein, conserved"
"LBRM2904_23.1600 (old tag= LbrM.23.1470)","LmjF.23.1350","Elongator-like Protein 3b, putative"
"LBRM2904_23.1610 (old tag= LbrM.23.1490)","LmjF.23.1370","mitochondrial carrier protein-like protein"
"LBRM2904_23.1620 (old tag= LbrM.23.1500)","LmjF.23.1380","DNA polymerase theta (helicase domain only), putative"
"LBRM2904_23.1630 (old tag= LbrM.23.1510)","LmjF.23.1390","hypothetical protein, conserved"
"LBRM2904_23.1640 (old tag= LbrM.23.1520)","LmjF.23.1400","Ran-binding protein, putative"
"LBRM2904_23.1650 (old tag= LbrM.23.1530)","LmjF.23.1410","2Fe-2S iron-sulfur cluster binding domain containing protein, putative"
"LBRM2904_23.1660 (old tag= LbrM.23.1550)","LmjF.23.1430","DHHC zinc finger domain-like protein"
"LBRM2904_23.1670 (old tag= LbrM.23.1560)","LmjF.23.1670","DHHC palmitoyltransferase, putative"
"LBRM2904_23.1680 (old tag= LbrM.23.1570)","LmjF.23.1680","Inositol hexakisphosphate, putative"
"LBRM2904_23.1690 (old tag= LbrM.23.1580)","LmjF.23.1690","hypothetical protein, conserved"
"LBRM2904_23.1700 (old tag= LbrM.23.1590)","LmjF.23.1700","hypothetical protein, conserved"
"LBRM2904_23.1710 (old tag= LbrM.23.1600)","LmjF.23.1710","Meckel syndrome type 1 protein, putative"
"LBRM2904_23.1720 (old tag= LbrM.23.1610)","LmjF.23.1715","hypothetical protein, conserved"
"LBRM2904_23.1730 (old tag= LbrM.23.1620)","LmjF.23.1720","hypothetical protein, conserved"
"LBRM2904_23.1740 (old tag= LbrM.23.1630)","LmjF.23.1730","RING-H2 zinc finger/Ring finger domain/Anaphase-promoting complex subunit 11 RING-H2 finger/Zinc finger, C3HC4 type (RING finger) containing protein, putative"
"LBRM2904_23.1750 (old tag= LbrM.23.1640)","LmjF.23.1740","Qb-SNARE protein, putative"
"LBRM2904_23.1760 (old tag= LbrM.23.1650)","LmjF.23.1750","Qb-SNARE protein, putative"
"LBRM2904_23.1770 (old tag= LbrM.23.1660)","LmjF.23.1760","hypothetical protein, conserved"
"LBRM2904_23.1780 (old tag= LbrM.23.1670)","LmjF.23.1770","exosome component CSL4, putative"
"LBRM2904_23.1790 (old tag= LbrM.23.1690)","LmjF.23.1450","Tumour suppressor, Mitostatin, putative"
"LBRM2904_23.1800 (old tag= LbrM.23.1700)","LmjF.23.1460","GAF domain/TIP41-like family, putative"
"LBRM2904_23.1810 (old tag= LbrM.23.1710)","LmjF.23.1470","hypothetical protein, conserved"
"LBRM2904_23.1820 (old tag= LbrM.23.1720)","LmjF.23.1480","alanine racemase, putative"
"LBRM2904_23.1830 (old tag= LbrM.23.1730)","LmjF.23.1490","Leucine Rich Repeat, putative"
"LBRM2904_23.1840 (old tag= LbrM.23.1750)","LmjF.23.1510","vacuolar proton translocating ATPase subunit A, putative"
"LBRM2904_23.1850 (old tag= LbrM.23.1760)","LmjF.23.1520","protoheme IX farnesyltransferase, putative"
"LBRM2904_23.1860 (old tag= LbrM.23.1770)","LmjF.23.1530","hypothetical protein, conserved"
"LBRM2904_23.1870 (old tag= LbrM.23.1780)","LmjF.23.1540","hypothetical protein, conserved"
"LBRM2904_23.1880 (old tag= LbrM.23.1790)","LmjF.23.1550","hypothetical protein, conserved"
"LBRM2904_23.1890 (old tag= -)","-","hypothetical protein"
"LBRM2904_23.1900 (old tag= LbrM.23.1800)","LmjF.23.1560","hypothetical protein, conserved"
"LBRM2904_23.1910 (old tag= LbrM.23.1810)","LmjF.23.1570","neutral sphingomyelinase activation associated factor-like protein"
"LBRM2904_23.1920 (old tag= LbrM.23.1820)","LmjF.23.1580","Nucleoside 2-deoxyribosyltransferase, putative"
"LBRM2904_23.1930 (old tag= -)","-","hypothetical protein"
"LBRM2904_24.0010 (old tag= LbrM.26.2670)","LmjF.26.2710","glutamate 5-kinase, putative"
"LBRM2904_24.0020 (old tag= LbrM.26.2630)","LmjF.26.2700","6-phosphogluconolactonase"
"LBRM2904_24.0030 (old tag= LbrM.26.2620)","LmjF.26.2690","CAAX prenyl protease 2, putative"
"LBRM2904_24.0040 (old tag= LbrM.26.2610)","LmjF.26.2680","hypothetical protein, conserved"
"LBRM2904_24.0050 (old tag= LbrM.24.0010)","LmjF.24.0010","pyruvate dehydrogenase (lipoamide) kinase, putative"
"LBRM2904_24.0060 (old tag= LbrM.24.0020)","LmjF.24.0020","clathrin coat assembly protein, putative"
"LBRM2904_24.0070 (old tag= LbrM.24.0030)","LmjF.24.0030","hypothetical protein, conserved"
"LBRM2904_24.0080 (old tag= LbrM.24.0040)","LmjF.24.0040","60S ribosomal protein L17, putative"
"LBRM2904_24.0090 (old tag= LbrM.24.0050)","LmjF.24.0050","hypothetical protein, conserved"
"LBRM2904_24.0100 (old tag= LbrM.24.0060)","LmjF.24.0060","hypothetical protein, conserved"
"LBRM2904_24.0110 (old tag= LbrM.24.0070)","LmjF.24.0070","hypothetical protein, conserved"
"LBRM2904_24.0120 (old tag= LbrM.24.0080)","LmjF.24.0080","Zinc finger, C3HC4 type (RING finger)/Ring finger domain containing protein, putative"
"LBRM2904_24.0130 (old tag= LbrM.24.0090)","LmjF.24.0090","hypothetical protein, conserved"
"LBRM2904_24.0140 (old tag= -)","LmjF.24.0100","Calmodulin-binding, putative"
"LBRM2904_24.0150 (old tag= LbrM.24.0110)","LmjF.24.0110","Poly A polymerase regulatory subunit, putative"
"LBRM2904_24.0160 (old tag= LbrM.24.0120)","LmjF.24.0130","guanine nucleotide-binding beta subunit-like protein"
"LBRM2904_24.0170 (old tag= -)","-","WD domain, G-beta repeat, putative"
"LBRM2904_24.0180 (old tag= LbrM.24.0130)","LmjF.24.0140","ankyrin/TPR repeat protein"
"LBRM2904_24.0190 (old tag= LbrM.24.0140)","LmjF.24.0150","glycosomal membrane like protein"
