"CDSID","ortholog","AssociatedFunction"
"LDHU3_25.1040","LmjF.25.0800","DNL zinc finger containing protein putative"
"LDHU3_25.1050","LmjF.25.0810","hypothetical protein conserved"
"LDHU3_25.1070","LmjF.25.0820","Prefoldin subunit putative"
"LDHU3_25.1080","LmjF.25.0830","hypothetical protein conserved"
"LDHU3_25.1100","LmjF.25.0840","hypothetical protein conserved"
"LDHU3_25.1120","LmjF.25.0850","hypothetical protein conserved"
"LDHU3_25.1130","LmjF.25.0860","hypothetical protein conserved"
"LDHU3_25.1170","LmjF.25.0870","protein kinase putative"
"LDHU3_25.1180","LmjF.25.0880","Leucine Rich Repeat/Leucine rich repeat putative"
"LDHU3_25.1190","LmjF.25.0890","hypothetical protein conserved"
"LDHU3_25.1200","LmjF.25.0900","hypothetical protein conserved"
"LDHU3_25.1210","LmjF.25.0910","cyclophilin type peptidyl-prolyl cis-trans isomerase"
"LDHU3_25.1220","LmjF.25.0920","Histone RNA hairpin-binding protein RNA-binding domain containing protein putative"
"LDHU3_25.1230","LmjF.25.0930","Ankyrin repeats (3 copies)/Ankyrin repeats (many copies)/Ankyrin repeat putative"
"LDHU3_25.1240","LmjF.25.0940","hypothetical protein conserved"
"LDHU3_25.1250","LmjF.25.0950","hypothetical protein conserved"
"LDHU3_25.1260","LmjF.25.0960","tubulin gamma chain"
"LDHU3_25.1270","LmjF.25.0970","hypothetical protein conserved"
"LDHU3_25.1280","LmjF.25.0980","dynein heavy chain putative"
"LDHU3_25.1300","LmjF.25.0990","Complex 1 protein (LYR family) putative"
"LDHU3_25.1310","LmjF.25.1000","hypothetical protein conserved"
"LDHU3_25.1330","LmjF.25.1010","2OG-Fe(II) oxygenase superfamily putative"
"LDHU3_25.1340","LmjF.25.1015","protein transport protein Sec61 gamma subunit putative"
"LDHU3_25.1350","LmjF.25.1020","dehydrogenase-like protein"
"LDHU3_25.1360","-","hypothetical protein"
"LDHU3_25.1380","LmjF.25.1030","hypothetical protein conserved"
"LDHU3_25.1400","LmjF.25.1040","hypothetical protein conserved"
"LDHU3_25.1410","LmjF.25.1050","frataxin-like protein"
"LDHU3_25.1420","LmjF.25.1060","hypothetical protein conserved"
"LDHU3_25.1430","LmjF.25.1070","hypothetical protein conserved"
"LDHU3_25.1440","LmjF.25.1080","hypothetical protein conserved"
"LDHU3_25.1450","LmjF.25.1090","MGT2 magnesium transporter"
"LDHU3_25.1460","LmjF.25.1100","DNAj-like protein"
"LDHU3_25.1470","LmjF.25.1110","Galactose oxidase central domain containing protein putative"
"LDHU3_25.1480","LmjF.25.1120","aldehyde dehydrogenase mitochondrial precursor"
"LDHU3_25.1490","LmjF.25.1130","cytochrome c oxidase VII putative"
"LDHU3_25.1500","LmjF.25.1140","hypothetical protein conserved"
"LDHU3_25.1520","LmjF.25.1150","alpha-tubulin N-acetyltransferase putative"
"LDHU3_25.1530","LmjF.25.1160","LMBR1-like membrane protein putative"
"LDHU3_25.1540","LmjF.25.1170","ATP synthase subunit beta mitochondrial putative"
"LDHU3_25.1550","LmjF.25.1180","ATP synthase subunit beta mitochondrial putative"
"LDHU3_25.1560","LmjF.25.1190","ribosomal protein S25"
"LDHU3_25.1570","LmjF.25.1200","modification methylase-like protein"
"LDHU3_25.1580","LmjF.25.1210","WD domain G-beta repeat putative"
"LDHU3_25.1590","LmjF.25.1220","hypothetical protein conserved"
"LDHU3_25.1610","LmjF.25.1250","hypothetical protein conserved"
"LDHU3_25.1620","LmjF.25.1260","hypothetical protein conserved"
"LDHU3_25.1630","LmjF.25.1270","hypothetical protein conserved"
"LDHU3_25.1640","LmjF.25.1280","Cullin family/Cullin protein neddylation domain containing protein putative"
"LDHU3_25.1650","LmjF.25.1290","NPL4 family putative"
"LDHU3_25.1660","LmjF.25.1300","PRP38 family putative"
"LDHU3_25.1670","LmjF.25.1310","hypothetical protein conserved"
"LDHU3_25.1680","LmjF.25.1315","RNA polymerase subunit RPB10 putative"
"LDHU3_25.1690","LmjF.25.1320","serine/threonine protein phosphatase putative"
"LDHU3_25.1710","LmjF.25.1330","GIY-YIG catalytic domain containing protein putative"
"LDHU3_25.1720","LmjF.25.1340","protein transport protein Sec24C putative"
"LDHU3_25.1730","LmjF.25.1350","hypothetical protein conserved"
"LDHU3_25.1740","LmjF.25.1360","hypothetical protein conserved"
"LDHU3_25.1750","LmjF.25.1370","TAP42-like family putative"
"LDHU3_25.1760","LmjF.25.1380","hypothetical protein conserved"
"LDHU3_25.1770","LmjF.25.1390","Conserved hypothetical ATP binding protein putative"
"LDHU3_25.1780","LmjF.25.1400","Surp module putative"
"LDHU3_25.1790","LmjF.25.1410","DNA polymerase delta subunit 2 putative"
"LDHU3_25.1800","LmjF.25.1420","GTP-binding protein putative"
"LDHU3_25.1810","LmjF.25.1430","Putative intraflagellar transport protein A1"
"LDHU3_25.1820","LmjF.25.1440","Exonuclease putative"
"LDHU3_25.1830","LmjF.25.1443","hypothetical protein conserved"
"LDHU3_25.1840","-","hypothetical protein"
"LDHU3_25.1850","LmjF.25.1445","Protein of unknown function (DUF1295)/Phospholipid methyltransferase putative"
"LDHU3_25.1860","LmjF.25.1450","Peptide chain release factor 1 mitochondrial putative"
"LDHU3_25.1870","LmjF.25.1460","cAMP response protein putative"
"LDHU3_25.1880","LmjF.25.1470","cyclin"
"LDHU3_25.1910","LmjF.25.1480","calpain family cysteine protease-like protein"
"LDHU3_25.1920","LmjF.25.1490","Rab3 GTPase-activating protein catalytic subunit putative"
"LDHU3_25.1930","LmjF.25.1500","PUA domain/NOL1/NOP2/sun family putative"
"LDHU3_25.1940","LmjF.25.1510","hypothetical protein conserved"
"LDHU3_25.1960","LmjF.25.1520","protein kinase putative"
"LDHU3_25.1970","LmjF.25.1530","hypothetical protein conserved"
"LDHU3_25.1980","LmjF.25.1540","mitochondrial RNA binding complex 1 subunit putative"
"LDHU3_25.2050","LmjF.25.1550","Tim10/DDP family zinc finger containing protein putative"
"LDHU3_25.2060","LmjF.25.1560","protein kinase putative"
"LDHU3_25.2070","LmjF.25.1570","ER-Golgi trafficking TRAPP I complex 85 kDa subunit putative"
"LDHU3_25.2080","LmjF.25.1580","casein kinase I putative"
"LDHU3_25.2090","LmjF.25.1590","hypothetical protein conserved"
"LDHU3_25.2100","LmjF.25.1600","WD domain G-beta repeat putative"
"LDHU3_25.2110","LmjF.25.1610","hypothetical protein conserved"
"LDHU3_25.2120","LmjF.25.1620","hypothetical protein conserved"
"LDHU3_25.2130","LmjF.25.1630","diacylglycerol acyltransferase putative"
"LDHU3_25.2140","LmjF.25.1640","hypothetical protein conserved"
"LDHU3_25.2150","LmjF.25.1645","hypothetical protein"
"LDHU3_25.2160","LmjF.25.1650","Elongation factor P (EF-P) KOW-like domain containing protein putative"
"LDHU3_25.2170","LmjF.25.1660","hypothetical protein conserved"
"LDHU3_25.2180","LmjF.25.1670","Mad2-like HORMA domain containing protein"
"LDHU3_25.2190","LmjF.25.1680","hypothetical protein conserved"
"LDHU3_25.2200","LmjF.25.1690","DnaJ domain containing protein putative"
"LDHU3_25.2210","LmjF.25.1700","Leucine-rich repeat/Leucine Rich repeats (2 copies) putative"
"LDHU3_25.2220","LmjF.25.1705","LSM domain containing protein putative"
"LDHU3_25.2230","LmjF.25.1710","pyruvate dehydrogenase E1 beta subunit putative"
"LDHU3_25.2240","LmjF.25.1720","hypothetical protein conserved"
"LDHU3_25.2250","LmjF.25.1730","hypothetical protein conserved"
"LDHU3_25.2260","LmjF.25.1740","mitochondrial RNA binding complex 1 subunit putative"
"LDHU3_25.2270","LmjF.25.1750","Domain of unknown function (DUF1935) putative"
"LDHU3_25.2280","LmjF.25.1760","hypothetical protein conserved"
"LDHU3_25.2290","LmjF.25.1770","enoyl-CoA reductase putative"
"LDHU3_25.2300","LmjF.25.1780","ATP-grasp domain/D-ala D-ala ligase C-inus/SET domain containing protein putative"
"LDHU3_25.2310","LmjF.25.1790","hypothetical protein conserved"
"LDHU3_25.2320","LmjF.25.1800","hypothetical protein conserved"
"LDHU3_25.2330","LmjF.25.1810","cytochrome c oxidase assembly protein putative"
"LDHU3_25.2350","LmjF.25.1820","hypothetical protein conserved"
"LDHU3_25.2360","LmjF.25.1830","Histone RNA hairpin-binding protein RNA-binding domain containing protein putative"
"LDHU3_25.2380","LmjF.25.1840","Not1 N-inal domain CCR4-Not complex component/NOT2 / NOT3 / NOT5 family putative"
"LDHU3_25.2390","LmjF.25.1850","WD domain G-beta repeat putative"
"LDHU3_25.2400","LmjF.25.1860","TLP18.3 Psb32 and MOLO-1 founding proteins of phosphatase putative"
"LDHU3_25.2410","LmjF.25.1870","hypothetical protein conserved"
"LDHU3_25.2420","-","hypothetical protein"
"LDHU3_25.2430","LmjF.25.1880","Vacuolar protein sorting 55 putative"
"LDHU3_25.2440","LmjF.25.1890","hypothetical protein conserved"
"LDHU3_25.2450","LmjF.25.1900","phosphopantothenate--cysteine ligase putative"
"LDHU3_25.2460","LmjF.25.1910","hypothetical protein conserved"
"LDHU3_25.2470","LmjF.25.1920","hypothetical protein conserved"
"LDHU3_25.2480","LmjF.25.1930","hypothetical protein conserved"
"LDHU3_25.2490","LmjF.25.1940","hypothetical protein conserved"
"LDHU3_25.2500","LmjF.25.1950","kinesin putative"
"LDHU3_25.2510","LmjF.25.1960","acylphosphatase putative"
"LDHU3_25.2520","LmjF.25.1970","kinesin putative"
"LDHU3_25.2530","LmjF.25.1980","hypothetical protein conserved"
"LDHU3_25.2540","LmjF.25.1990","protein kinase putative"
"LDHU3_25.2550","LmjF.25.2000","hypothetical protein conserved"
"LDHU3_25.2560","LmjF.25.2010","24-dihydroxyhept-2-ene-17-dioic acid aldolase putative"
"LDHU3_25.2570","LmjF.25.2020","hypothetical protein conserved"
"LDHU3_25.2580","LmjF.25.2030","NLI interacting factor-like phosphatase putative"
"LDHU3_25.2590","LmjF.25.2040","hypothetical protein conserved"
"LDHU3_25.2600","LmjF.25.2050","helicase-like protein putative"
"LDHU3_25.2610","LmjF.25.2060","Protein phosphatase 2C/Stage II sporulation protein E (SpoIIE) putative"
"LDHU3_25.2620","LmjF.25.2070","Rieske [2Fe-2S] domain/Rieske-like [2Fe-2S] domain containing protein putative"
"LDHU3_25.2630","LmjF.25.2080","elongation factor 2-like protein"
"LDHU3_25.2640","LmjF.25.2090","hypothetical protein conserved"
"LDHU3_25.2650","LmjF.25.2095","RNA triphosphatase putative"
"LDHU3_25.2660","LmjF.25.2100","Tetratricopeptide repeat/TPR repeat putative"
"LDHU3_25.2670","LmjF.25.2110","KIF-1 binding protein C inal putative"
"LDHU3_25.2680","LmjF.25.2120","Translation initiation factor eIF3 subunit putative"
"LDHU3_25.2690","LmjF.25.2130","succinyl-CoA synthetase alpha subunit putative"
"LDHU3_25.2700","LmjF.25.2140","succinyl-CoA synthetase alpha subunit putative"
"LDHU3_25.2710","LmjF.25.2150","BRO1-like domain containing protein putative"
"LDHU3_25.2720","LmjF.25.2155","hypothetical protein conserved"
"LDHU3_25.2730","LmjF.25.2160","Ubiquitin-2 like Rad60 SUMO-like/Ubiquitin family putative"
"LDHU3_25.2750","LmjF.25.2170","Molybdopterin guanine dinucleotide synthesis protein B putative"
"LDHU3_25.2760","LmjF.25.2180","vacuolar protein sorting-associated protein 33 putative"
"LDHU3_25.2770","LmjF.25.2190","DnaJ domain/C2H2 type zinc-finger (2 copies)/Zinc-finger of C2H2 type/Zinc-finger double-stranded RNA-binding putative"
"LDHU3_25.2780","LmjF.25.2200","Parkin co-regulated protein putative"
"LDHU3_25.2790","LmjF.25.2210","PCI domain containing protein putative"
"LDHU3_25.2800","LmjF.25.2220","hypothetical protein conserved"
"LDHU3_25.2810","LmjF.25.2230","glycosome import protein putative"
"LDHU3_25.2820","LmjF.25.2235","hypothetical protein conserved"
"LDHU3_25.2830","LmjF.25.2240","hypothetical protein conserved"
"LDHU3_25.2840","LmjF.25.2250","hypothetical protein conserved"
"LDHU3_25.2850","LmjF.25.2260","hypothetical protein conserved"
"LDHU3_25.2860","LmjF.25.2270","hypothetical protein conserved"
"LDHU3_25.2870","LmjF.25.2280","palmitoyl acyltransferase 10 putative"
"LDHU3_25.2880","LmjF.25.2290","Pex2 / Pex12 amino inal region/Zinc finger C3HC4 type (RING finger)/Ring finger domain/zinc-RING finger domain/Anaphase-promoting complex subunit 11 RING-H2 finger containing protein putative"
"LDHU3_25.2890","LmjF.25.2300","Leucine rich repeat/Leucine Rich repeats (2 copies) putative"
"LDHU3_25.2900","LmjF.25.2310","hypothetical protein conserved"
"LDHU3_25.2910","LmjF.25.2320","Microsomal signal peptidase 12 kDa subunit (SPC12) putative"
"LDHU3_25.2920","LmjF.25.2330","MORN repeat/Vacuolar sorting protein 9 (VPS9) domain containing protein putative"
"LDHU3_25.2930","LmjF.25.2340","AGC family serine/threonine kinase putative"
"LDHU3_25.2940","LmjF.25.2350","hypothetical protein conserved"
"LDHU3_25.2960","LmjF.25.2360","pumillio protein 8 putative"
"LDHU3_25.2970","LmjF.25.2370","adenylate kinase putative"
"LDHU3_25.2980","LmjF.25.2375","hypothetical protein"
"LDHU3_25.2990","LmjF.25.2375","hypothetical protein conserved"
"LDHU3_25.3000","LmjF.25.2380","CHAP domain/Glutathionylspermidine synthase preATP-grasp putative"
"LDHU3_25.3020","LmjF.25.2400","Arv1-like family putative"
"LDHU3_25.3030","LmjF.25.2410","hypothetical protein conserved"
"LDHU3_25.3040","LmjF.25.2420","hypothetical protein conserved"
"LDHU3_25.3050","LmjF.25.2430","aminopeptidase P1 putative"
"LDHU3_25.3060","LmjF.25.2440","tagatose-6-phosphate kinase-like protein"
"LDHU3_25.3070","LmjF.25.2450","histone H4"
"LDHU3_25.3090","LmjF.25.2460","phosphoglycan beta 13 galactosyltransferase 4"
"LDHU3_26.0010","LmjF.26.0005","Lsm7p protein putative"
"LDHU3_26.0020","LmjF.26.0010","brix domain containing-like protein"
"LDHU3_26.0040","LmjF.26.0020","methylmalonyl-coa epimerase-like protein"
"LDHU3_26.0050","LmjF.26.0030","pyridoxal phosphate containing glycine decarboxylase putative"
"LDHU3_26.0060","LmjF.26.0040","protein kinase putative"
"LDHU3_26.0070","LmjF.26.0050","hypothetical protein conserved"
"LDHU3_26.0100","LmjF.26.0055","hypothetical protein conserved"
"LDHU3_26.0110","LmjF.26.0058","hypothetical protein conserved"
"LDHU3_26.0120","LmjF.26.0060","hypothetical protein conserved"
"LDHU3_26.0130","LmjF.26.0070","hypothetical protein conserved"
"LDHU3_26.0140","LmjF.26.0075","hypothetical protein"
"LDHU3_26.0160","LmjF.26.0100","hypothetical protein conserved"
"LDHU3_26.0170","LmjF.26.0110","hypothetical protein conserved"
"LDHU3_26.0180","LmjF.26.0115","hypothetical protein conserved"
"LDHU3_26.0190","LmjF.26.0140","adenine phosphoribosyltransferase"
"LDHU3_26.0200","LmjF.26.0150","Mini-chromosome maintenance complex-binding protein"
"LDHU3_26.0210","LmjF.26.0160","nuclear lim interactor-interacting factor-like protein"
"LDHU3_26.0230","LmjF.26.0170","60S ribosomal protein L7 putative"
"LDHU3_26.0240","LmjF.26.0180","60S ribosomal protein L7 putative"
"LDHU3_26.0260","LmjF.26.0185","hypothetical protein conserved"
"LDHU3_26.0270","LmjF.26.0190","Scaffold protein Nfu/NifU N inal/NifU-like domain containing protein putative"
"LDHU3_26.0290","LmjF.26.0200","eukaryotic peptide chain release factor subunit 1 putative"
"LDHU3_26.0300","LmjF.26.0210","Silent information regulator 2 related protein 1 putative"
"LDHU3_26.0310","LmjF.26.0220","Uncharacterised conserved protein (DUF2305)/Alpha/beta hydrolase family putative"
"LDHU3_26.0330","LmjF.26.0230","hypothetical protein conserved"
"LDHU3_26.0340","LmjF.26.0240","Eukaryotic translation initiation factor 4E type 6 putative"
"LDHU3_26.0350","LmjF.26.0250","hypothetical protein conserved"
"LDHU3_26.0360","LmjF.26.0260","hypothetical protein conserved"
"LDHU3_26.0370","LmjF.26.0270","ras-like small GTPases putative"
"LDHU3_26.0380","LmjF.26.0280","hypothetical protein conserved"
"LDHU3_26.0390","LmjF.26.0290","Nucleotide hydrolase putative"
"LDHU3_26.0400","LmjF.26.0300","aminopeptidase-like protein"
"LDHU3_26.0410","LmjF.26.0310","6-phosphofructo-2-kinase/fructose-26-biphosphatase-1-like protein"
"LDHU3_26.0420","LmjF.26.0320","C-1-tetrahydrofolate synthase cytoplasmic putative"
"LDHU3_26.0430","LmjF.26.0330","mitotic cyclin putative"
"LDHU3_26.0440","LmjF.26.0340","Inosine-uridine preferring nucleoside hydrolase putative"
"LDHU3_26.0450","LmjF.26.0350","Vps52 / Sac2 family putative"
"LDHU3_26.0460","LmjF.26.0360","hypothetical protein conserved"
"LDHU3_26.0470","LmjF.26.0370","TPR repeat/Tetratricopeptide repeat putative"
"LDHU3_26.0480","LmjF.26.0380","Regulator of Vps4 activity in the MVB pathway putative"
"LDHU3_26.0490","LmjF.26.0390","RET2 RNA editing complex MP57"
"LDHU3_26.0500","LmjF.26.0400","2OG-Fe(II) oxygenase superfamily putative"
"LDHU3_26.0510","LmjF.26.0410","hypothetical protein conserved"
"LDHU3_26.0530","LmjF.26.0420","pseudouridylate synthase-like protein"
"LDHU3_26.0540","LmjF.26.0430","nucleotide binding protein-like protein"
"LDHU3_26.0560","LmjF.26.0440","hypothetical protein conserved"
"LDHU3_26.0570","LmjF.26.0450","hypothetical protein"
"LDHU3_26.0580","LmjF.24.0630","ATPase subunit 9 putative"
"LDHU3_26.0590","LmjF.26.0470","hypothetical protein conserved"
"LDHU3_26.0600","LmjF.26.0480","Conserved hypothetical ATP binding protein putative"
"LDHU3_26.0620","LmjF.26.0490","DNA polymerase sigma-like protein"
"LDHU3_26.0630","LmjF.26.0500","Leucine rich repeat/Leucine Rich Repeat/Leucine Rich repeat putative"
"LDHU3_26.0650","LmjF.26.0520","hypothetical protein"
"LDHU3_26.0660","LmjF.26.0520","hypothetical protein"
"LDHU3_26.0670","LmjF.26.0540","hypothetical protein conserved"
"LDHU3_26.0690","LmjF.26.0550","galactofuranosyltransferase lpg1-like protein"
"LDHU3_26.0700","LmjF.26.0560","hypothetical protein conserved"
"LDHU3_26.0710","LmjF.26.0570","hypothetical protein conserved"
"LDHU3_26.0720","LmjF.26.0580","Protein of unknown function (DUF525) putative"
"LDHU3_26.0750","LmjF.26.0590","spliced leader RNA PSE-promoter transcription factor putative"
"LDHU3_26.0760","LmjF.26.0600","hypothetical protein conserved"
"LDHU3_26.0770","LmjF.26.0610","PPR repeat/Pentatricopeptide repeat domain containing protein putative"
"LDHU3_26.0790","LmjF.26.0620","10 kDa heat shock protein putative"
"LDHU3_26.0800","LmjF.26.0630","hypothetical protein conserved"
"LDHU3_26.0810","LmjF.26.0640","10 kDa heat shock protein putative"
"LDHU3_26.0820","LmjF.26.0650","hypothetical protein conserved"
"LDHU3_26.0840","LmjF.26.0660","protein disulfide isomerase putative"
"LDHU3_26.0860","LmjF.26.0680","Protein of unknown function (DUF2012) putative"
"LDHU3_26.0870","LmjF.26.0690","Qc-SNARE protein putative"
"LDHU3_26.0880","LmjF.26.0700","Pentapeptide repeats (9 copies) putative"
"LDHU3_26.0890","LmjF.26.0710","sphingosine kinase A B putative"
"LDHU3_26.0900","LmjF.26.0720","hypothetical protein conserved"
"LDHU3_26.0910","LmjF.26.0730","hypothetical protein conserved"
"LDHU3_26.0940","LmjF.26.0740","Regulator of chromosome condensation (RCC1) repeat putative"
"LDHU3_26.0950","LmjF.26.0750","Regulator of chromosome condensation (RCC1) repeat putative"
"LDHU3_26.0960","LmjF.26.0760","RNA recognition motif (a.k.a. RRM RBD or RNP domain)/RNA recognition motif. (a.k.a. RRM RBD or RNP domain) putative"
"LDHU3_26.0970","LmjF.26.0770","hypothetical protein conserved"
"LDHU3_26.0990","LmjF.26.0780","RNA recognition motif (a.k.a. RRM RBD or RNP domain)/RNA recognition motif. (a.k.a. RRM RBD or RNP domain) putative"
"LDHU3_26.1000","LmjF.26.0790","hypothetical protein conserved"
"LDHU3_26.1020","LmjF.26.0800","type II (glutathione peroxidase-like) tryparedoxin peroxidase"
"LDHU3_26.1030","LmjF.26.0810","type II (glutathione peroxidase-like) tryparedoxin peroxidase"
